Data from USB2G569231__45__05-57-08-920.txt Node

Date: Thu Dec 14 05:57:08 BDT 2023
User: user
Spectrometer: USB2G56923
Scans to average: 1
Trigger mode: 4
Integration Time (sec): 1.000000E-1
Electric dark correction enabled: true
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 651
>>>>>Begin Spectral Data<<<<<
350	-0.06
351	-0.06
352	0.22
353	-0.01
354	-0.09
355	-1.12
356	-0.2
357	1.47
358	1.95
359	1.95
360	1.95
361	1.95
362	1.38
363	1.21
364	2.93
365	2.55
366	1.9
367	1.36
368	1.76
369	0.95
370	0.94
371	1.13
372	2.79
373	1.83
374	0.81
375	-0.14
376	0.89
377	-0.05
378	1.75
379	1.83
380	1
381	1.2
382	1.07
383	1.75
384	1.9
385	-0.13
386	1.11
387	1.06
388	-0.09
389	-0.13
390	2.03
391	1.95
392	2.65
393	2.74
394	0.95
395	0.35
396	0.75
397	0.97
398	0.94
399	1.14
400	1.94
401	1.92
402	0.85
403	0.06
404	-0.16
405	0.93
406	0.95
407	0.47
408	-0.17
409	-0.3
410	-0.17
411	-0.05
412	-0.14
413	0.92
414	0.98
415	-0.17
416	0.35
417	1.07
418	0.98
419	-0.02
420	-0.04
421	0.79
422	-0.15
423	0.08
424	-0.01
425	0.38
426	0.07
427	1.95
428	1.42
429	1.96
430	1.99
431	0.96
432	1.18
433	0.97
434	1.62
435	1.64
436	-0.06
437	0.67
438	0.93
439	-0.08
440	-1.08
441	0.05
442	-0.02
443	-1.07
444	0.05
445	-0.05
446	-0.05
447	-0.65
448	0.38
449	-0.05
450	0.03
451	-0.03
452	0.99
453	0.89
454	2.99
455	1.9
456	0.91
457	-0.14
458	0.22
459	0.95
460	0.92
461	0.14
462	2.02
463	2.07
464	2.05
465	0.97
466	0.95
467	0.96
468	0.59
469	-0.06
470	-0.12
471	2.42
472	2.83
473	2.95
474	3.03
475	0.79
476	1.87
477	0.79
478	1.53
479	2.02
480	0.95
481	0.08
482	1.03
483	1.07
484	1.92
485	0.57
486	0.61
487	-0.05
488	0.89
489	-0.13
490	1.19
491	1.93
492	0.17
493	-0.15
494	0.67
495	0.95
496	0.95
497	0.97
498	2.08
499	1.89
500	1.95
501	2.04
502	0.93
503	1.95
504	0.88
505	0.57
506	-0.06
507	-0.11
508	0.96
509	2.06
510	1.83
511	0.89
512	0.88
513	2.15
514	0.97
515	1.85
516	2.91
517	1.84
518	2.1
519	1.94
520	1.87
521	1.95
522	1.95
523	1.94
524	1.05
525	0.52
526	0.96
527	0.95
528	0.95
529	0.92
530	-0.15
531	-0.2
532	0.92
533	0.94
534	1.4
535	0.88
536	1.95
537	0.97
538	0.33
539	-0.06
540	-0.13
541	1.01
542	0.94
543	1.05
544	-0
545	0.93
546	-0.04
547	-0.05
548	-0.05
549	-0.09
550	1.97
551	0.05
552	0.58
553	0.96
554	0.95
555	0.95
556	0.95
557	0.84
558	1.93
559	1.78
560	0.95
561	1.99
562	1.45
563	1.08
564	0.9
565	1.93
566	0.79
567	1.6
568	0.85
569	0.97
570	1.99
571	1.96
572	3.11
573	2.08
574	0.96
575	-0.16
576	0.97
577	1.03
578	1.39
579	0.88
580	2.83
581	-0.03
582	0.94
583	0.94
584	1.53
585	2.34
586	3.01
587	1.92
588	1.93
589	0.97
590	0.95
591	0.95
592	0.95
593	0.95
594	0.93
595	0.58
596	1.83
597	2.86
598	4.72
599	4.9
600	5.97
601	4.88
602	5.35
603	3.86
604	5.18
605	6.93
606	7.01
607	7.83
608	10.79
609	11.74
610	12.01
611	14.34
612	15.13
613	17
614	22.85
615	24.95
616	27.4
617	29.84
618	35.63
619	36.99
620	41.87
621	50.89
622	57.12
623	61.94
624	69.62
625	79.87
626	83.3
627	89.89
628	108.01
629	120.8
630	132.06
631	148.59
632	164.54
633	186.61
634	207.1
635	235.07
636	259.7
637	293.79
638	340.48
639	374.64
640	421.48
641	472.02
642	534.98
643	587.6
644	669.96
645	763.2
646	855.88
647	967.54
648	1091.86
649	1230.87
650	1385.69
651	1606.18
652	1739.95
653	1957.62
654	2119.21
655	2309.76
656	2445.51
657	2574.71
658	2705.58
659	2815.95
660	2884.87
661	2930.14
662	2984.44
663	2973.25
664	2938.24
665	2842.93
666	2707.79
667	2555.68
668	2354.81
669	2135.4
670	1934.34
671	1736.64
672	1537.63
673	1319.63
674	1151.99
675	975.39
676	830.12
677	713.94
678	619.8
679	532.12
680	447.52
681	373.76
682	319.3
683	265.82
684	235.18
685	202.73
686	167.04
687	138.64
688	125.56
689	103.89
690	91.99
691	77.31
692	68.24
693	54.92
694	51.82
695	43.6
696	37.11
697	34.7
698	28.44
699	27.17
700	20.84
701	20.31
702	17.83
703	15.49
704	14.78
705	12.1
706	10.54
707	9.65
708	8.7
709	9.51
710	8.63
711	8.04
712	7.75
713	5.82
714	4.55
715	4.16
716	5.72
717	3.96
718	4.27
719	3.92
720	4.97
721	2.88
722	2.89
723	3.98
724	2.96
725	1.78
726	2.92
727	2.93
728	1.77
729	2.92
730	2.95
731	2.87
732	4
733	2.95
734	2.32
735	1.46
736	0.84
737	1.59
738	0.93
739	1.37
740	2.92
741	3.64
742	2.96
743	1.21
744	1.64
745	1.94
746	2.82
747	1.16
748	0.94
749	0.97
750	0.98
751	0.93
752	0.95
753	-0.03
754	0.88
755	0.93
756	0.95
757	1
758	-0.03
759	0.19
760	1.66
761	1.05
762	-0.15
763	-0.16
764	0.89
765	0.71
766	0.79
767	2.06
768	0.91
769	0.97
770	0.87
771	1.05
772	0.98
773	0.7
774	0.35
775	0.02
776	0.55
777	0.81
778	3.02
779	1.97
780	0.98
781	2.92
782	2.96
783	1.96
784	0.85
785	0.93
786	0.24
787	-0.15
788	0.6
789	1.05
790	-0.04
791	-0.04
792	0.94
793	-1.51
794	-1.92
795	-1.16
796	0.04
797	0.7
798	-0.03
799	-0.06
800	0.94
801	0.95
802	0.94
803	1.36
804	1.47
805	2.09
806	2.1
807	1.92
808	1.96
809	1.95
810	1.53
811	0.18
812	2.01
813	1.95
814	1.93
815	0.95
816	0.96
817	1.78
818	2.14
819	0.97
820	1.57
821	4.93
822	2.96
823	2.72
824	1.95
825	1.26
826	3.87
827	3
828	1.94
829	2.18
830	2.95
831	3.05
832	2.9
833	2.95
834	2.82
835	2.25
836	2.96
837	2.95
838	2.95
839	3.01
840	4.02
841	2.98
842	2.84
843	3.88
844	4.95
845	3.79
846	4.54
847	3.7
848	5.89
849	6.04
850	5.68
851	4.35
852	3.8
853	4.97
854	3.9
855	5.04
856	3.87
857	2.78
858	4.99
859	5.68
860	5.37
861	6.95
862	5.95
863	6.75
864	6.44
865	7.27
866	6.95
867	6.96
868	8.01
869	11.04
870	8.97
871	7.93
872	8.51
873	8.37
874	7.91
875	9.13
876	8.76
877	9.92
878	7.94
879	8.75
880	10.14
881	10
882	8.87
883	8.83
884	10.71
885	10.95
886	11.08
887	11.42
888	10.02
889	7.96
890	8.2
891	8.75
892	9.97
893	9.11
894	10.4
895	10.08
896	9.79
897	9.45
898	8.98
899	8.84
900	7.74
901	8.98
902	9.95
903	10.66
904	10.34
905	7.95
906	7.97
907	9.16
908	8.97
909	9.04
910	9.62
911	8.97
912	5.84
913	5.45
914	7.95
915	7.99
916	7.3
917	4.95
918	5.32
919	6.04
920	5.94
921	3.45
922	4.12
923	4.09
924	3.86
925	3.95
926	4.01
927	2.86
928	3.97
929	6.02
930	4.93
931	3.82
932	1.82
933	0.94
934	0.87
935	2.67
936	2.05
937	2.44
938	1.99
939	0.59
940	0.95
941	1.84
942	0.93
943	1.91
944	2.02
945	0.96
946	2.03
947	2.05
948	0.95
949	0.53
950	0.97
951	2.04
952	0.83
953	1.89
954	0.84
955	0.99
956	1.95
957	2.94
958	1.5
959	1.94
960	1.11
961	3.01
962	2.78
963	0.84
964	0.05
965	0.25
966	0.95
967	-0.12
968	0.95
